"regionSlug","sido","sgg","dong","sources","code","fullName"
"busan","부산광역시","강서구","가덕도동","가덕도동","2644058000","부산광역시 강서구 가덕도동"
"busan","부산광역시","강서구","가락동","가락동","2644055000","부산광역시 강서구 가락동"
"busan","부산광역시","강서구","강동동","강동동","2644053000","부산광역시 강서구 강동동"
"busan","부산광역시","강서구","녹산동","녹산동","2644056000","부산광역시 강서구 녹산동"
"busan","부산광역시","강서구","대저동","대저1동, 대저2동","2644051000","부산광역시 강서구 대저1동"
"busan","부산광역시","강서구","명지동","명지1동, 명지2동","2644053500","부산광역시 강서구 명지1동"
"busan","부산광역시","강서구","신호동","신호동","2644059000","부산광역시 강서구 신호동"
"busan","부산광역시","금정구","구서동","구서1동, 구서2동","2641068000","부산광역시 금정구 구서1동"
"busan","부산광역시","금정구","금사회동동","금사회동동","2641055500","부산광역시 금정구 금사회동동"
"busan","부산광역시","금정구","금성동","금성동","2641070000","부산광역시 금정구 금성동"
"busan","부산광역시","금정구","남산동","남산동","2641067000","부산광역시 금정구 남산동"
"busan","부산광역시","금정구","부곡동","부곡1동, 부곡2동, 부곡3동, 부곡4동","2641057000","부산광역시 금정구 부곡1동"
"busan","부산광역시","금정구","서동","서1동, 서2동, 서3동","2641051000","부산광역시 금정구 서1동"
"busan","부산광역시","금정구","선두구동","선두구동","2641063500","부산광역시 금정구 선두구동"
"busan","부산광역시","금정구","장전동","장전1동, 장전2동","2641060000","부산광역시 금정구 장전1동"
"busan","부산광역시","금정구","청룡노포동","청룡노포동","2641066500","부산광역시 금정구 청룡노포동"
"busan","부산광역시","남구","감만동","감만1동, 감만2동","2629062000","부산광역시 남구 감만1동"
"busan","부산광역시","남구","대연동","대연1동, 대연3동, 대연4동, 대연5동, 대연6동","2629051000","부산광역시 남구 대연1동"
"busan","부산광역시","남구","문현동","문현1동, 문현2동, 문현3동, 문현4동","2629068000","부산광역시 남구 문현1동"
"busan","부산광역시","남구","용당동","용당동","2629061000","부산광역시 남구 용당동"
"busan","부산광역시","남구","용호동","용호1동, 용호2동, 용호3동, 용호4동","2629057000","부산광역시 남구 용호1동"
"busan","부산광역시","남구","우암동","우암동","2629064500","부산광역시 남구 우암동"
"busan","부산광역시","동구","범일동","범일1동, 범일2동, 범일5동","2617065000","부산광역시 동구 범일1동"
"busan","부산광역시","동구","수정동","수정1동, 수정2동, 수정4동, 수정5동","2617056000","부산광역시 동구 수정1동"
"busan","부산광역시","동구","좌천동","좌천동","2617064500","부산광역시 동구 좌천동"
"busan","부산광역시","동구","초량동","초량1동, 초량2동, 초량3동, 초량6동","2617051000","부산광역시 동구 초량1동"
"busan","부산광역시","동래구","명륜동","명륜동","2626054500","부산광역시 동래구 명륜동"
"busan","부산광역시","동래구","명장동","명장1동, 명장2동","2626076100","부산광역시 동래구 명장1동"
"busan","부산광역시","동래구","복산동","복산동","2626052000","부산광역시 동래구 복산동"
"busan","부산광역시","동래구","사직동","사직1동, 사직2동, 사직3동","2626058000","부산광역시 동래구 사직1동"
"busan","부산광역시","동래구","수민동","수민동","2626051000","부산광역시 동래구 수민동"
"busan","부산광역시","동래구","안락동","안락1동, 안락2동","2626074000","부산광역시 동래구 안락1동"
"busan","부산광역시","동래구","온천동","온천1동, 온천2동, 온천3동","2626055000","부산광역시 동래구 온천1동"
"busan","부산광역시","부산진구","가야동","가야2동, 가야제1동","2623071000","부산광역시 부산진구 가야제1동"
"busan","부산광역시","부산진구","개금동","개금1동, 개금2동, 개금3동","2623074000","부산광역시 부산진구 개금1동"
"busan","부산광역시","부산진구","당감동","당감1동, 당감2동, 당감4동","2623067000","부산광역시 부산진구 당감1동"
"busan","부산광역시","부산진구","범천동","범천1동, 범천2동","2623077000","부산광역시 부산진구 범천1동"
"busan","부산광역시","부산진구","부암동","부암1동, 부암3동","2623064000","부산광역시 부산진구 부암1동"
"busan","부산광역시","부산진구","부전동","부전1동, 부전2동","2623051000","부산광역시 부산진구 부전1동"
"busan","부산광역시","부산진구","양정동","양정1동, 양정2동","2623056000","부산광역시 부산진구 양정1동"
"busan","부산광역시","부산진구","연지동","연지동","2623054000","부산광역시 부산진구 연지동"
"busan","부산광역시","부산진구","전포동","전포1동, 전포2동","2623060000","부산광역시 부산진구 전포1동"
"busan","부산광역시","부산진구","초읍동","초읍동","2623055000","부산광역시 부산진구 초읍동"
"busan","부산광역시","북구","구포동","구포1동, 구포2동, 구포3동","2632051000","부산광역시 북구 구포1동"
"busan","부산광역시","북구","금곡동","금곡동","2632053000","부산광역시 북구 금곡동"
"busan","부산광역시","북구","덕천동","덕천1동, 덕천2동, 덕천3동","2632055000","부산광역시 북구 덕천1동"
"busan","부산광역시","북구","만덕동","만덕1동, 만덕2동, 만덕3동","2632057100","부산광역시 북구 만덕1동"
"busan","부산광역시","북구","화명동","화명1동, 화명2동, 화명3동","2632054100","부산광역시 북구 화명1동"
"busan","부산광역시","사상구","감전동","감전동","2653064500","부산광역시 사상구 감전동"
"busan","부산광역시","사상구","괘법동","괘법동","2653062000","부산광역시 사상구 괘법동"
"busan","부산광역시","사상구","덕포동","덕포1동, 덕포2동","2653060000","부산광역시 사상구 덕포1동"
"busan","부산광역시","사상구","모라동","모라1동, 모라3동","2653059100","부산광역시 사상구 모라1동"
"busan","부산광역시","사상구","삼락동","삼락동","2653058000","부산광역시 사상구 삼락동"
"busan","부산광역시","사상구","엄궁동","엄궁동","2653068000","부산광역시 사상구 엄궁동"
"busan","부산광역시","사상구","주례동","주례1동, 주례2동, 주례3동","2653065000","부산광역시 사상구 주례1동"
"busan","부산광역시","사상구","학장동","학장동","2653067000","부산광역시 사상구 학장동"
"busan","부산광역시","사하구","감천동","감천1동, 감천2동","2638062000","부산광역시 사하구 감천1동"
"busan","부산광역시","사하구","괴정동","괴정1동, 괴정2동, 괴정3동, 괴정4동","2638051000","부산광역시 사하구 괴정1동"
"busan","부산광역시","사하구","구평동","구평동","2638061000","부산광역시 사하구 구평동"
"busan","부산광역시","사하구","다대동","다대1동, 다대2동","2638060100","부산광역시 사하구 다대1동"
"busan","부산광역시","사하구","당리동","당리동","2638055000","부산광역시 사하구 당리동"
"busan","부산광역시","사하구","신평동","신평1동, 신평2동","2638057100","부산광역시 사하구 신평1동"
"busan","부산광역시","사하구","장림동","장림1동, 장림2동","2638058000","부산광역시 사하구 장림1동"
"busan","부산광역시","사하구","하단동","하단1동, 하단2동","2638056100","부산광역시 사하구 하단1동"
"busan","부산광역시","서구","남부민동","남부민1동, 남부민2동","2614065000","부산광역시 서구 남부민1동"
"busan","부산광역시","서구","동대신동","동대신1동, 동대신2동, 동대신3동","2614051000","부산광역시 서구 동대신1동"
"busan","부산광역시","서구","부민동","부민동","2614059000","부산광역시 서구 부민동"
"busan","부산광역시","서구","서대신동","서대신1동, 서대신3동, 서대신4동","2614054000","부산광역시 서구 서대신1동"
"busan","부산광역시","서구","아미동","아미동","2614061500","부산광역시 서구 아미동"
"busan","부산광역시","서구","암남동","암남동","2614068000","부산광역시 서구 암남동"
"busan","부산광역시","서구","초장동","초장동","2614063000","부산광역시 서구 초장동"
"busan","부산광역시","서구","충무동","충무동","2614064000","부산광역시 서구 충무동"
"busan","부산광역시","수영구","광안동","광안1동, 광안2동, 광안3동, 광안4동","2650076000","부산광역시 수영구 광안1동"
"busan","부산광역시","수영구","남천동","남천1동, 남천2동","2650066000","부산광역시 수영구 남천1동"
"busan","부산광역시","수영구","망미동","망미1동, 망미2동","2650074000","부산광역시 수영구 망미1동"
"busan","부산광역시","수영구","민락동","민락동","2650080000","부산광역시 수영구 민락동"
"busan","부산광역시","수영구","수영동","수영동","2650073000","부산광역시 수영구 수영동"
"busan","부산광역시","연제구","거동","거제1동, 거제2동, 거제3동, 거제4동","2647061000","부산광역시 연제구 거제1동"
"busan","부산광역시","연제구","연산동","연산1동, 연산2동, 연산3동, 연산4동, 연산5동, 연산6동, 연산8동, 연산9동","2647065000","부산광역시 연제구 연산1동"
"busan","부산광역시","영도구","남항동","남항동","2620053000","부산광역시 영도구 남항동"
"busan","부산광역시","영도구","동삼동","동삼1동, 동삼2동, 동삼3동","2620065000","부산광역시 영도구 동삼1동"
"busan","부산광역시","영도구","봉래동","봉래1동, 봉래2동","2620059000","부산광역시 영도구 봉래1동"
"busan","부산광역시","영도구","신선동","신선동","2620058500","부산광역시 영도구 신선동"
"busan","부산광역시","영도구","영선동","영선1동, 영선2동","2620054000","부산광역시 영도구 영선1동"
"busan","부산광역시","영도구","청학동","청학1동, 청학2동","2620063000","부산광역시 영도구 청학1동"
"busan","부산광역시","중구","광복동","광복동","2611057000","부산광역시 중구 광복동"
"busan","부산광역시","중구","남포동","남포동","2611058000","부산광역시 중구 남포동"
"busan","부산광역시","중구","대청동","대청동","2611053000","부산광역시 중구 대청동"
"busan","부산광역시","중구","동광동","동광동","2611052000","부산광역시 중구 동광동"
"busan","부산광역시","중구","보수동","보수동","2611054500","부산광역시 중구 보수동"
"busan","부산광역시","중구","부평동","부평동","2611056000","부산광역시 중구 부평동"
"busan","부산광역시","중구","영주동","영주1동, 영주2동","2611059000","부산광역시 중구 영주1동"
"busan","부산광역시","중구","중앙동","중앙동","2611051000","부산광역시 중구 중앙동"
"busan","부산광역시","해운대구","반송동","반송1동, 반송2동","2635061000","부산광역시 해운대구 반송1동"
"busan","부산광역시","해운대구","반여동","반여1동, 반여2동, 반여3동, 반여4동","2635057000","부산광역시 해운대구 반여1동"
"busan","부산광역시","해운대구","송정동","송정동","2635056000","부산광역시 해운대구 송정동"
"busan","부산광역시","해운대구","우동","우1동, 우2동, 우3동","2635051000","부산광역시 해운대구 우1동"
"busan","부산광역시","해운대구","재송동","재송1동, 재송2동","2635065000","부산광역시 해운대구 재송1동"
"busan","부산광역시","해운대구","좌동","좌1동, 좌2동, 좌3동, 좌4동","2635055100","부산광역시 해운대구 좌1동"
"busan","부산광역시","해운대구","중동","중1동, 중2동","2635053000","부산광역시 해운대구 중1동"
"gyeonggi","경기도","고양시덕양구","고양동","고양동","4128159000","경기도 고양시덕양구 고양동"
"gyeonggi","경기도","고양시덕양구","관산동","관산동","4128160000","경기도 고양시덕양구 관산동"
"gyeonggi","경기도","고양시덕양구","능곡동","능곡동","4128161000","경기도 고양시덕양구 능곡동"
"gyeonggi","경기도","고양시덕양구","대덕동","대덕동","4128167000","경기도 고양시덕양구 대덕동"
"gyeonggi","경기도","고양시덕양구","삼송동","삼송1동, 삼송2동","4128157600","경기도 고양시덕양구 삼송1동"
"gyeonggi","경기도","고양시덕양구","성사동","성사1동, 성사2동","4128154000","경기도 고양시덕양구 성사1동"
"gyeonggi","경기도","고양시덕양구","원신동","원신동","4128152000","경기도 고양시덕양구 원신동"
"gyeonggi","경기도","고양시덕양구","주교동","주교동","4128151000","경기도 고양시덕양구 주교동"
"gyeonggi","경기도","고양시덕양구","창릉동","창릉동","4128158000","경기도 고양시덕양구 창릉동"
"gyeonggi","경기도","고양시덕양구","행신동","행신1동, 행신2동, 행신3동, 행신4동","4128164000","경기도 고양시덕양구 행신1동"
"gyeonggi","경기도","고양시덕양구","행주동","행주동","4128163000","경기도 고양시덕양구 행주동"
"gyeonggi","경기도","고양시덕양구","화전동","화전동","4128166000","경기도 고양시덕양구 화전동"
"gyeonggi","경기도","고양시덕양구","화정동","화정1동, 화정2동","4128162100","경기도 고양시덕양구 화정1동"
"gyeonggi","경기도","고양시덕양구","효자동","효자동","4128156000","경기도 고양시덕양구 효자동"
"gyeonggi","경기도","고양시덕양구","흥도동","흥도동","4128153000","경기도 고양시덕양구 흥도동"
"gyeonggi","경기도","고양시일산동구","고봉동","고봉동","4128560000","경기도 고양시일산동구 고봉동"
"gyeonggi","경기도","고양시일산동구","마두동","마두1동, 마두2동","4128556000","경기도 고양시일산동구 마두1동"
"gyeonggi","경기도","고양시일산동구","백석동","백석1동, 백석2동","4128555100","경기도 고양시일산동구 백석1동"
"gyeonggi","경기도","고양시일산동구","식사동","식사동","4128551000","경기도 고양시일산동구 식사동"
"gyeonggi","경기도","고양시일산동구","장항동","장항1동, 장항2동","4128558000","경기도 고양시일산동구 장항1동"
"gyeonggi","경기도","고양시일산동구","정발산동","정발산동","4128553000","경기도 고양시일산동구 정발산동"
"gyeonggi","경기도","고양시일산동구","중산동","중산1동, 중산2동","4128552500","경기도 고양시일산동구 중산1동"
"gyeonggi","경기도","고양시일산동구","풍산동","풍산동","4128554000","경기도 고양시일산동구 풍산동"
"gyeonggi","경기도","고양시일산서구","가좌동","가좌동","4128761000","경기도 고양시일산서구 가좌동"
"gyeonggi","경기도","고양시일산서구","대화동","대화동","4128757000","경기도 고양시일산서구 대화동"
"gyeonggi","경기도","고양시일산서구","덕이동","덕이동","4128760000","경기도 고양시일산서구 덕이동"
"gyeonggi","경기도","고양시일산서구","송포동","송포동","4128758000","경기도 고양시일산서구 송포동"
"gyeonggi","경기도","고양시일산서구","일산동","일산1동, 일산2동, 일산3동","4128751000","경기도 고양시일산서구 일산1동"
"gyeonggi","경기도","고양시일산서구","주엽동","주엽1동, 주엽2동","4128755000","경기도 고양시일산서구 주엽1동"
"gyeonggi","경기도","고양시일산서구","탄현동","탄현1동, 탄현2동","4128754500","경기도 고양시일산서구 탄현1동"
"gyeonggi","경기도","과천시","갈현동","갈현동","4129052000","경기도 과천시 갈현동"
"gyeonggi","경기도","과천시","과천동","과천동","4129055000","경기도 과천시 과천동"
"gyeonggi","경기도","과천시","문원동","문원동","4129056000","경기도 과천시 문원동"
"gyeonggi","경기도","과천시","별양동","별양동","4129053000","경기도 과천시 별양동"
"gyeonggi","경기도","과천시","부림동","부림동","4129054000","경기도 과천시 부림동"
"gyeonggi","경기도","과천시","원문동","원문동","4129051500","경기도 과천시 원문동"
"gyeonggi","경기도","과천시","중앙동","중앙동","4129051000","경기도 과천시 중앙동"
"gyeonggi","경기도","광명시","광명동","광명1동, 광명2동, 광명3동, 광명4동, 광명5동, 광명6동, 광명7동","4121051000","경기도 광명시 광명1동"
"gyeonggi","경기도","광명시","소하동","소하1동, 소하2동","4121064000","경기도 광명시 소하1동"
"gyeonggi","경기도","광명시","일직동","일직동","4121065500","경기도 광명시 일직동"
"gyeonggi","경기도","광명시","철산동","철산1동, 철산2동, 철산3동, 철산4동","4121059000","경기도 광명시 철산1동"
"gyeonggi","경기도","광명시","하안동","하안1동, 하안2동, 하안3동, 하안4동","4121063100","경기도 광명시 하안1동"
"gyeonggi","경기도","광명시","학온동","학온동","4121066000","경기도 광명시 학온동"
"gyeonggi","경기도","광주시","경안동","경안동","4161051000","경기도 광주시 경안동"
"gyeonggi","경기도","광주시","광남동","광남1동, 광남2동","4161056000","경기도 광주시 광남1동"
"gyeonggi","경기도","광주시","능평동","능평동","4161061000","경기도 광주시 능평동"
"gyeonggi","경기도","광주시","송정동","송정동","4161052000","경기도 광주시 송정동"
"gyeonggi","경기도","광주시","신현동","신현동","4161060000","경기도 광주시 신현동"
"gyeonggi","경기도","광주시","쌍령동","쌍령동","4161054000","경기도 광주시 쌍령동"
"gyeonggi","경기도","광주시","오포동","오포1동, 오포2동","4161058000","경기도 광주시 오포1동"
"gyeonggi","경기도","광주시","탄벌동","탄벌동","4161055000","경기도 광주시 탄벌동"
"gyeonggi","경기도","구리시","갈매동","갈매동","4131051000","경기도 구리시 갈매동"
"gyeonggi","경기도","구리시","교문동","교문1동, 교문2동","4131054100","경기도 구리시 교문1동"
"gyeonggi","경기도","구리시","동구동","동구동","4131052000","경기도 구리시 동구동"
"gyeonggi","경기도","구리시","수택동","수택1동, 수택2동, 수택3동","4131057000","경기도 구리시 수택1동"
"gyeonggi","경기도","구리시","인창동","인창동","4131053000","경기도 구리시 인창동"
"gyeonggi","경기도","군포시","광정동","광정동","4141062000","경기도 군포시 광정동"
"gyeonggi","경기도","군포시","군포동","군포1동, 군포2동","4141051000","경기도 군포시 군포1동"
"gyeonggi","경기도","군포시","궁내동","궁내동","4141060000","경기도 군포시 궁내동"
"gyeonggi","경기도","군포시","금정동","금정동","4141056000","경기도 군포시 금정동"
"gyeonggi","경기도","군포시","대야동","대야동","4141061000","경기도 군포시 대야동"
"gyeonggi","경기도","군포시","산본동","산본1동, 산본2동","4141054000","경기도 군포시 산본1동"
"gyeonggi","경기도","군포시","송부동","송부동","4141063000","경기도 군포시 송부동"
"gyeonggi","경기도","군포시","수리동","수리동","4141059000","경기도 군포시 수리동"
"gyeonggi","경기도","군포시","오금동","오금동","4141058000","경기도 군포시 오금동"
"gyeonggi","경기도","군포시","재궁동","재궁동","4141057000","경기도 군포시 재궁동"
"gyeonggi","경기도","김포시","구래동","구래동","4157057000","경기도 김포시 구래동"
"gyeonggi","경기도","김포시","김포본동","김포본동","4157051500","경기도 김포시 김포본동"
"gyeonggi","경기도","김포시","마산동","마산동","4157057500","경기도 김포시 마산동"
"gyeonggi","경기도","김포시","사우동","사우동","4157054000","경기도 김포시 사우동"
"gyeonggi","경기도","김포시","운양동","운양동","4157058000","경기도 김포시 운양동"
"gyeonggi","경기도","김포시","장기동","장기동","4157056000","경기도 김포시 장기동"
"gyeonggi","경기도","김포시","장기본동","장기본동","4157052500","경기도 김포시 장기본동"
"gyeonggi","경기도","김포시","풍무동","풍무동","4157055000","경기도 김포시 풍무동"
"gyeonggi","경기도","남양주시","금곡동","금곡동","4136053000","경기도 남양주시 금곡동"
"gyeonggi","경기도","남양주시","다산동","다산1동, 다산2동","4136054500","경기도 남양주시 다산1동"
"gyeonggi","경기도","남양주시","별내동","별내동","4136057000","경기도 남양주시 별내동"
"gyeonggi","경기도","남양주시","양정동","양정동","4136054000","경기도 남양주시 양정동"
"gyeonggi","경기도","남양주시","평내동","평내동","4136052000","경기도 남양주시 평내동"
"gyeonggi","경기도","남양주시","호평동","호평동","4136051000","경기도 남양주시 호평동"
"gyeonggi","경기도","동두천시","보산동","보산동","4125055000","경기도 동두천시 보산동"
"gyeonggi","경기도","동두천시","불현동","불현동","4125056500","경기도 동두천시 불현동"
"gyeonggi","경기도","동두천시","상패동","상패동","4125060000","경기도 동두천시 상패동"
"gyeonggi","경기도","동두천시","생연동","생연1동, 생연2동","4125051000","경기도 동두천시 생연1동"
"gyeonggi","경기도","동두천시","소요동","소요동","4125058000","경기도 동두천시 소요동"
"gyeonggi","경기도","동두천시","송내동","송내동","4125056600","경기도 동두천시 송내동"
"gyeonggi","경기도","동두천시","중앙동","중앙동","4125053500","경기도 동두천시 중앙동"
"gyeonggi","경기도","부천시소사구","괴안동","괴안동","4119457000","경기도 부천시소사구 괴안동"
"gyeonggi","경기도","부천시소사구","범박동","범박동","4119455000","경기도 부천시소사구 범박동"
"gyeonggi","경기도","부천시소사구","소사본동","소사본1동, 소사본동","4119453000","경기도 부천시소사구 소사본동"
"gyeonggi","경기도","부천시소사구","송내동","송내1동, 송내2동","4119459000","경기도 부천시소사구 송내1동"
"gyeonggi","경기도","부천시소사구","심곡본동","심곡본1동, 심곡본동","4119451000","경기도 부천시소사구 심곡본1동"
"gyeonggi","경기도","부천시소사구","역곡동","역곡3동","4119458000","경기도 부천시소사구 역곡3동"
"gyeonggi","경기도","부천시소사구","옥길동","옥길동","4119456000","경기도 부천시소사구 옥길동"
"gyeonggi","경기도","부천시오정구","고강동","고강1동","4119655000","경기도 부천시오정구 고강1동"
"gyeonggi","경기도","부천시오정구","고강본동","고강본동","4119654000","경기도 부천시오정구 고강본동"
"gyeonggi","경기도","부천시오정구","성곡동","성곡동","4119651000","경기도 부천시오정구 성곡동"
"gyeonggi","경기도","부천시오정구","신흥동","신흥동","4119657000","경기도 부천시오정구 신흥동"
"gyeonggi","경기도","부천시오정구","오정동","오정동","4119656000","경기도 부천시오정구 오정동"
"gyeonggi","경기도","부천시오정구","원종동","원종1동, 원종2동","4119652000","경기도 부천시오정구 원종1동"
"gyeonggi","경기도","부천시원미구","도당동","도당동","4119260000","경기도 부천시원미구 도당동"
"gyeonggi","경기도","부천시원미구","상동","상1동, 상2동, 상3동, 상동","4119267000","경기도 부천시원미구 상동"
"gyeonggi","경기도","부천시원미구","소사동","소사동","4119256000","경기도 부천시원미구 소사동"
"gyeonggi","경기도","부천시원미구","심곡동","심곡1동, 심곡2동, 심곡3동","4119251000","경기도 부천시원미구 심곡1동"
"gyeonggi","경기도","부천시원미구","약대동","약대동","4119261000","경기도 부천시원미구 약대동"
"gyeonggi","경기도","부천시원미구","역곡동","역곡1동, 역곡2동","4119257000","경기도 부천시원미구 역곡1동"
"gyeonggi","경기도","부천시원미구","원미동","원미1동, 원미2동","4119254000","경기도 부천시원미구 원미1동"
"gyeonggi","경기도","부천시원미구","중동","중1동, 중2동, 중3동, 중4동, 중동","4119262000","경기도 부천시원미구 중동"
"gyeonggi","경기도","부천시원미구","춘의동","춘의동","4119259000","경기도 부천시원미구 춘의동"
"gyeonggi","경기도","성남시분당구","구미동","구미1동, 구미동","4113566500","경기도 성남시분당구 구미1동"
"gyeonggi","경기도","성남시분당구","금곡동","금곡동","4113566200","경기도 성남시분당구 금곡동"
"gyeonggi","경기도","성남시분당구","백현동","백현동","4113565700","경기도 성남시분당구 백현동"
"gyeonggi","경기도","성남시분당구","분당동","분당동","4113551000","경기도 성남시분당구 분당동"
"gyeonggi","경기도","성남시분당구","삼평동","삼평동","4113565500","경기도 성남시분당구 삼평동"
"gyeonggi","경기도","성남시분당구","서현동","서현1동, 서현2동","4113558000","경기도 성남시분당구 서현1동"
"gyeonggi","경기도","성남시분당구","수내동","수내1동, 수내2동, 수내3동","4113552000","경기도 성남시분당구 수내1동"
"gyeonggi","경기도","성남시분당구","야탑동","야탑1동, 야탑2동, 야탑3동","4113562000","경기도 성남시분당구 야탑1동"
"gyeonggi","경기도","성남시분당구","운중동","운중동","4113568000","경기도 성남시분당구 운중동"
"gyeonggi","경기도","성남시분당구","이매동","이매1동, 이매2동","4113560000","경기도 성남시분당구 이매1동"
"gyeonggi","경기도","성남시분당구","정자동","정자1동, 정자2동, 정자3동, 정자동","4113554500","경기도 성남시분당구 정자동"
"gyeonggi","경기도","성남시분당구","판교동","판교동","4113565000","경기도 성남시분당구 판교동"
"gyeonggi","경기도","성남시수정구","고등동","고등동","4113164000","경기도 성남시수정구 고등동"
"gyeonggi","경기도","성남시수정구","단대동","단대동","4113159000","경기도 성남시수정구 단대동"
"gyeonggi","경기도","성남시수정구","복정동","복정동","4113162000","경기도 성남시수정구 복정동"
"gyeonggi","경기도","성남시수정구","산성동","산성동","4113160000","경기도 성남시수정구 산성동"
"gyeonggi","경기도","성남시수정구","수진동","수진1동, 수진2동","4113157000","경기도 성남시수정구 수진1동"
"gyeonggi","경기도","성남시수정구","시흥동","시흥동","4113165000","경기도 성남시수정구 시흥동"
"gyeonggi","경기도","성남시수정구","신촌동","신촌동","4113163000","경기도 성남시수정구 신촌동"
"gyeonggi","경기도","성남시수정구","신흥동","신흥1동, 신흥2동, 신흥3동","4113151000","경기도 성남시수정구 신흥1동"
"gyeonggi","경기도","성남시수정구","양지동","양지동","4113161000","경기도 성남시수정구 양지동"
"gyeonggi","경기도","성남시수정구","위례동","위례동","4113162500","경기도 성남시수정구 위례동"
"gyeonggi","경기도","성남시수정구","태평동","태평1동, 태평2동, 태평3동, 태평4동","4113154000","경기도 성남시수정구 태평1동"
"gyeonggi","경기도","성남시중원구","금광동","금광1동, 금광2동","4113353000","경기도 성남시중원구 금광1동"
"gyeonggi","경기도","성남시중원구","도촌동","도촌동","4113367000","경기도 성남시중원구 도촌동"
"gyeonggi","경기도","성남시중원구","상대원동","상대원1동, 상대원2동, 상대원3동","4113357000","경기도 성남시중원구 상대원1동"
"gyeonggi","경기도","성남시중원구","성남동","성남동","4113351000","경기도 성남시중원구 성남동"
"gyeonggi","경기도","성남시중원구","은행동","은행1동, 은행2동","4113355000","경기도 성남시중원구 은행1동"
"gyeonggi","경기도","성남시중원구","중앙동","중앙동","4113352500","경기도 성남시중원구 중앙동"
"gyeonggi","경기도","성남시중원구","하대원동","하대원동","4113366000","경기도 성남시중원구 하대원동"
"gyeonggi","경기도","수원시권선구","곡선동","곡선동","4111369000","경기도 수원시권선구 곡선동"
"gyeonggi","경기도","수원시권선구","구운동","구운동","4111365000","경기도 수원시권선구 구운동"
"gyeonggi","경기도","수원시권선구","권선동","권선1동, 권선2동","4111367000","경기도 수원시권선구 권선1동"
"gyeonggi","경기도","수원시권선구","금곡동","금곡동","4111366200","경기도 수원시권선구 금곡동"
"gyeonggi","경기도","수원시권선구","서둔동","서둔동","4111356000","경기도 수원시권선구 서둔동"
"gyeonggi","경기도","수원시권선구","세류동","세류1동, 세류2동, 세류3동","4111352000","경기도 수원시권선구 세류1동"
"gyeonggi","경기도","수원시권선구","입북동","입북동","4111370000","경기도 수원시권선구 입북동"
"gyeonggi","경기도","수원시권선구","평동","평동","4111355000","경기도 수원시권선구 평동"
"gyeonggi","경기도","수원시권선구","호매실동","호매실동","4111366400","경기도 수원시권선구 호매실동"
"gyeonggi","경기도","수원시영통구","광교동","광교1동, 광교2동","4111760000","경기도 수원시영통구 광교1동"
"gyeonggi","경기도","수원시영통구","망포동","망포1동, 망포2동","4111759300","경기도 수원시영통구 망포1동"
"gyeonggi","경기도","수원시영통구","매탄동","매탄1동, 매탄2동, 매탄3동, 매탄4동","4111751000","경기도 수원시영통구 매탄1동"
"gyeonggi","경기도","수원시영통구","영통동","영통1동, 영통2동, 영통3동","4111757000","경기도 수원시영통구 영통1동"
"gyeonggi","경기도","수원시영통구","원천동","원천동","4111755000","경기도 수원시영통구 원천동"
"gyeonggi","경기도","수원시장안구","송죽동","송죽동","4111159100","경기도 수원시장안구 송죽동"
"gyeonggi","경기도","수원시장안구","연무동","연무동","4111160000","경기도 수원시장안구 연무동"
"gyeonggi","경기도","수원시장안구","영화동","영화동","4111158000","경기도 수원시장안구 영화동"
"gyeonggi","경기도","수원시장안구","율천동","율천동","4111156600","경기도 수원시장안구 율천동"
"gyeonggi","경기도","수원시장안구","정자동","정자1동, 정자2동, 정자3동","4111157100","경기도 수원시장안구 정자1동"
"gyeonggi","경기도","수원시장안구","조원동","조원1동, 조원2동","4111159700","경기도 수원시장안구 조원1동"
"gyeonggi","경기도","수원시장안구","파장동","파장동","4111156000","경기도 수원시장안구 파장동"
"gyeonggi","경기도","수원시팔달구","고등동","고등동","4111567000","경기도 수원시팔달구 고등동"
"gyeonggi","경기도","수원시팔달구","매교동","매교동","4111565000","경기도 수원시팔달구 매교동"
"gyeonggi","경기도","수원시팔달구","매산동","매산동","4111566000","경기도 수원시팔달구 매산동"
"gyeonggi","경기도","수원시팔달구","우만동","우만1동, 우만2동","4111571000","경기도 수원시팔달구 우만1동"
"gyeonggi","경기도","수원시팔달구","인계동","인계동","4111573000","경기도 수원시팔달구 인계동"
"gyeonggi","경기도","수원시팔달구","지동","지동","4111570000","경기도 수원시팔달구 지동"
"gyeonggi","경기도","수원시팔달구","행궁동","행궁동","4111574000","경기도 수원시팔달구 행궁동"
"gyeonggi","경기도","수원시팔달구","화서동","화서1동, 화서2동","4111568000","경기도 수원시팔달구 화서1동"
"gyeonggi","경기도","시흥시","거북섬동","거북섬동","4139065000","경기도 시흥시 거북섬동"
"gyeonggi","경기도","시흥시","과림동","과림동","4139062100","경기도 시흥시 과림동"
"gyeonggi","경기도","시흥시","군자동","군자동","4139058100","경기도 시흥시 군자동"
"gyeonggi","경기도","시흥시","능곡동","능곡동","4139064000","경기도 시흥시 능곡동"
"gyeonggi","경기도","시흥시","대야동","대야동","4139051000","경기도 시흥시 대야동"
"gyeonggi","경기도","시흥시","매화동","매화동","4139055000","경기도 시흥시 매화동"
"gyeonggi","경기도","시흥시","목감동","목감동","4139057000","경기도 시흥시 목감동"
"gyeonggi","경기도","시흥시","배곧동","배곧1동, 배곧2동","4139059600","경기도 시흥시 배곧1동"
